ID,scopus_name,scopus_id,grad_year
"Schwarz, Samuel;Columbia University;1978","Schwarz, Samuel",16470204800,1978
"Schwarzkopf, A. B.;University of Virginia;1968","Schwarzkopf, Albert B.",7003498725,1968
"Schwarzkopf, David L.;University of Connecticut;2002","Schwarzkopf, David L.",12783865700,2002
"Schwebach, Robert G.;University of Nebraska;1992","Schwebach, Robert G.",6507320732,1992
"Schweigert, Thomas E.;University of Wisconsin, Madison;1990","Schweigert, Thomas E.",6506726742,1990
"Schweikart, James A.;Indiana University;1984","Schweikart, James A.",24327266500,1984
"Schweitzer, Paul J.;Massachusetts Institute of Technology;1965","Schweitzer, Paul J.",7102806048,1965
"Schweitzer, Robert L.;Duke University;1975","Schweitzer, Robert L.",57196919504,1975
"Schweitzer, Robert N.;University of California, Berkeley;1963","Schweitzer, Robert",7005612227,1963
"Schwendiman, Gary;Brigham Young University;1971","Schwendiman, Gary",6506382132,1971
"Schwer, Keith;University of Maryland, College Park;1973","Keith Schwer, R.",6603728192,1973
"Schwering, Randolph;University of Kansas;1987","Schwering, Randolph E.",55565119300,1987
"Schwert, G. William;University of Chicago;1975","Schwert, G. William",24313667500,1975
"Schwoerer, Catherine;University of North Carolina;1990","Schwoerer, Catherine E.",6602424816,1990
"Schydlowsky, Daniel M.;Harvard University;1966","Schydlowsky, Daniel M.",6505816683,1966
"Scifres, Elton L.;Louisiana State University;1994","Scifres, Elton L.",6506147282,1994
"Scofield, Barbara W.;University of Texas at Austin;1989","Scofield, Barbara W.",6603492483,1989
"Scordis, Nicos A.;University of South Carolina;1994","Scordis, Nicos A.",6508076627,1994
"Scordis, Nicos;University of South Carolina;1994","Scordis, Nicos A.",6508076627,1994
"Scotchmer, Suzanne;University of California, Berkeley;1980","Scotchmer, Suzanne",6603549284,1980
"Scott, Bradford G.;Saint Louis University;1998","Scott, Bradford Glenn",7403293430,1998
"Scott, Bradford;Saint Louis University;1998","Scott, Brad G.",44462014400,1998
"Scott, Brian;II-Chicago;2005","Scott, Brian L.",51665742300,2005
"Scott, Carlton H.;University of New South Wales;1971","Scott, Carlton H.",7403430271,1971
"Scott, Carole Elizabeth;Georgia State University;1969","Scott, Carole E.",57012373400,1969
"Scott, Charles E.;Vanderbilt University;1979","Scott, Charles E.",7403429466,1979
"Scott, Clyde J.;University of Minnesota;1982","Scott, Clyde J.",8962330600,1982
"Scott, Cuthbert L. III;University of Oregon;1975","Scott, Cuthbert L.",57189650414,1975
"Scott, David F. Jr.;University of Florida;1970","Scott, David F.",24535763400,1970
"Scott, David;University of Arkansas;1973","Scott, David Malcolm Robert",12805002100,1973
"Scott, Frank A. Jr.;University of Virginia;1979","Scott, Frank A.",57203627821,1979
"Scott, Gerald E.;University of Maryland, College Park;1987","Scott, Gerald E.",7402930314,1987
"Scott, James R.;University of Georgia;1991","Scott, James R.",55477092300,1991
"Scott, John L.;University of South Carolina;1990","Scott, John L.",55477067300,1990
"Scott, John T.;Harvard University;1976","Scott, John T.",55477039500,1976
"Scott, John;University of South Carolina","Scott, John P.",56562199900,
"Scott, John;University of South Carolina;1990","Scott, John L.",57126618100,1990
"Scott, Jonathan A.;Purdue University;1980","Scott, Jonathan A.",55312509100,1980
"Scott, Judy;University of California, Irvine;1995","Scott, Judy E.",7407334123,1995
"Scott, Richard A.;American College;1970","Scott, Richard A.",57192943312,1970
"Scott, Robert A.;Georgia State University;1978","Scott, Robert A.",57011459000,1978
"Scott, Robert C.;University of Iowa;1975","Scott, Robert C.",55466061100,1975
"Scott, Robert;University of Missouri–Kansas City;2005","Scott, Robert Haywood",55466067200,2005
"Scott, Susanne G.;University of Cincinnati;1993","Scott, Susanne G.",7401506046,1993
"Scott, Thomas W.;Queen's University;1988","Scott, Thomas W.",56555908500,1988
"Scott, William L.;University of Houston;1971","Scott, William L.",16317249100,1971
"Scott, Winifred D.;Florida State University;2000","Scott, Winifred D.",26031076700,2000
"Scotti, Dennis J.;Temple University;1982","Scotti, Dennis J.",6602589010,1982
"Scoville, James;Harvard University;1965","Scoville, James G.",7004181958,1965
"Scribner, Edmund A.;Oklahoma State University;1985","Scribner, Edmund A.",24380435100,1985
"Scrogin, David;University of New Mexico;1999","Scrogin, David O.",6506547927,1999
"Scruggs, John T.;University of Washington;1996","Scruggs, John T.",6701746613,1996
"Scudder, Gary D.;Stanford University;1981","Scudder, Gary D.",7003310361,1981
"Scully, Judith;University of Maryland, College Park;1994","Scully, Judith A.",36847379200,1994
"Scully, Maureen;Stanford University;1993","Scully, Maureen A.",7202047674,1993
"Seago, W. Eugene;University of Georgia;1970","Seago, W. Eugene",6603114528,1970
"Seale, William E.;University of Kentucky;1975","Seale, William E.",57190240035,1975
"Seaman, Alfred E.;Queen's University;1995","Seaman, Alfred E.",7004290375,1995
"Seaman, Bruce A.;University of Chicago;1978","Seaman, Bruce A.",6603827914,1978
"Seaman, John W. Jr.;University of Texas, Dallas;1983","Seaman, John W.",35560431100,1983
"Seaman, Samuel L.;University of Florida;1984","Seaman, Samuel L.",24830951300,1984
"Searcy, DeWayne;University of Tennessee;2002","Searcy, Dewayne L.",57200601214,2002
"Searfoss, D. Gerald;Indiana University;1972","Searfoss, D. Gerald",24552987000,1972
"Sears, R. Stephen;University of North Carolina;1980","Sears, R. Stephen",16443105900,1980
"Seasholes, Mark S.;Harvard University;2000","Seasholes, Mark S.",6506080533,2000
"Seater, John J.;Brown University;1975","Seater, John J.",6603470176,1975
"Seaton, Lloyd (Pat);University of Nebraska;1991","Seaton, Lloyd Pat",6506323695,1991
"Seawright, Kristie;University of Utah;1993","Seawright, Kristie W.",6507967675,1993
"Seay, Sharon S.;University of Georgia;1992","Seay, Sharon S.",55789685000,1992
"Seay, Sharon;University of Georgia;1990","Seay, Sharon S.",55789685000,1992
"Sebastian, Richard J.;University of Wisconsin, Madison;1974","Sebastian, Richard J.",7003557317,1974
"Sebora, Terrence C.;University of North Carolina;1992","Sebora, Terrence Clifford",6602326816,1992
"Seck, Diery;Universite Laval","Seck, Diéry",56369529200,
"Seck, Ousmane;University of Kansas;2006","Seck, Ousmane",25633132600,2006
"Secondi, Giorgio;University of Michigan;1996","Secondi, Giorgio S.",6508107726,1996
"Secord, Peter C.;University of Reading;2003","Secord, Peter",47361614000,2003
"Secrest, Thomas W.;University of South Carolina;1993","Secrest, Thomas W.",55976327400,1993
"Sedatole, Karen L.;University of Michigan;2000","Sedatole, Karen L.",6506720164,2000
"Sedatole, Karen L.;University of Texas at Austin;2000","Sedatole, Karen L.",6506720164,2000
"Sedgley, Norman;University of New Hampshire;1998","Sedgley, Norman H.",55880903200,1998
"Sedki, S. Sam;University of Northern Colorado;1973","Sedki, S. Sam",24489829600,1973
"Sedor, Lisa M.;University of Washington;2001","Sedor, Lisa M.",7801523695,2001
"Sedor, Lisa;University of Washington;2001","Sedor, Lisa M.",7801523695,2001
"Seeborg, Michael C.;University of Utah;1976","Seeborg, Michael C.",6507879821,1976
"Seeley, Karl;University of Washington;2002","Seeley, Karl",6602873077,2002
"Seers, Anson;University of Cincinnati;1981","Seers, Anson",55962491000,1981
"Seese, Larry R.;University of South Carolina;2000","Seese, Larry P.",8120801300,2000
"Seethamraju, Chandra;New York University;2000","Seethamraju, Chandra",23135780600,2000
"Seetharaman, A.;Madris;2000","Seetharaman, Arumugam",12752749500,2000
"Seetharaman, Ananth;Georgia State University;1991","Seetharaman, Ananth",56178088700,1991
"Sefcik, Stephan E.;University of Illinois;1983","Sefcik, Stephan E.",6602689046,1983
"Segal, Dan;New York University;2000","Segal, Dan",8662088500,2000
"Segal, Ilya;Harvard University;1995","Segal, Ilya R.",7103331291,1995
"Segal, Uzi;Hebrew University of Jerusalem;1984","Segal, Uzi",6701885894,1984
"Segerson, Kathleen;Cornell University;1984","Segerson, Kathleen",6701914037,1984
"Segerstrom, Paul S.;University of Rochester;1984","Segerstrom, Paul S.",6602852150,1984
"Segev, Arie;University of Rochester;1984","Segev, Arie",7006641542,1984
"Segovia, Joann;Texas Tech University;2003","Segovia, Joann R.",36553256600,2003
"Segre, Alberto M.;University of Illinois;1987","Segre, Alberto Maria",7006391405,1987
"Seguin, Francine;Harvard University","Séguin, Francine",36497261100,
"Seguin, Paul J.;University of Rochester;1990","Seguin, Paul J.",7006018069,1990
"Seguino, Stephanie;American College;1994","Seguino, Stephanie",6602070250,1994
"Seibert, Scott;Cornell University;1994","Seibert, Scott E.",7003340616,1994
"Seida, Jim A.;Texas A&M University;1997","Seida, Jim A.",7801489549,1997
"Seidel, Marc-David;University of California, Berkeley;1996","Seidel, Marc David L.",7102273704,1996
"Seidelman, James E.;University of Utah;1986","Seidelman, James E.",53874324100,1986
"Seidenstat, Paul;Northwestern University;1964","Seidenstat, Paul",6508106108,1964
"Seidman, Laurence S.;University of California, Berkeley;1974","Seidman, Laurence S.",7006891298,1974
"Seidmann, Abraham;Texas Tech University;1980","Seidmann, Abraham",35615751100,1980
"Seifert, Bruce M.;University of Michigan;1978","Seifert, Bruce M.",8256663600,1978
"Seifert, James A.;University of Wisconsin, Madison;1973","Seifert, James A.",57190366447,1973
"Seiglie, Carlos C.;University of Chicago;1991","Seiglie, Carlos",6603248739,1991
"Seijts, Gerard;University of Toronto;1997","Seijts, Gerard H.P.",57203045096,1997
"Seila, Andrew F.;University of North Carolina;1976","Seila, Andrew F.",7003587496,1976
"Seiler, Michael","Seiler, Michael Joseph",7006151965,1997
"Seiler, Michael;Cleveland State University;1997","Seiler, Michael Joseph",7006151965,1997
"Seitz, Neil E.;Ohio State University;1973","Seitz, Neil E.",55752078900,1973
"Seitz, Shannon;University of Western Ontario;2000","Seitz, Shannon",15048825200,2000
"Seiver, Daniel A.;Yale University;1974","Seiver, Daniel Alan",6602819322,1974
"Seiz, Janet A.;Duke University;1985","Seiz, Janet A.",7801489592,1985
"Selden, Larry;University of Pennsylvania;1976","Selden, Larry",24531571500,1976
"Seldin, Peter;Fordham University;1974","Seldin, Peter",56203468700,1974
"Seldon, Barry;Duke University;1985","Seldon, Barry J.",6602072585,1985
"Self, Robin M.;Georgia State University;1991","Self, Robin Mc Cullin",36822108700,1991
"Self, Sharmistha;Southern Illinois University;2002","Self, Sharmistha",7101832611,2002
"Selgin, George A.;New York University;1986","Selgin, George A.",6603747348,1986
"Selin, J. Roger;University of Minnesota;1974","Selin, J. Roger",57140445900,1974
"Sell, John W.;University of California, Los Angeles;1981","Sell, John W.",14061126600,1981
"Sellers, Fred E.;University of Kansas;1984","Sellers, Fred E.",24489565500,1984
"Selling, Thomas I.;Ohio State University;1982","Selling, Thomas I.",6508376412,1982
"Selover, David D.;University of California, San Diego;1991","Selover, David Duden",6603245849,1991
"Selto, Frank H.;University of Washington;1977","Selto, Frank H.",8335404200,1977
"Seltzer, Joseph;University of Pittsburgh;1976","Seltzer, Joseph",55671959300,1976
"Selva, Mohan R.;University of Hong Kong;1996","Selva, Mohan",57191000339,1996
"Selvanathan, Saroja;WA;1989","Selvanathan, Saroja",6602761205,1989
"Selvili, Zekiye;University of Texas at Austin;2002","Selvili, Zekiye",51964690500,2002
"Semenick Alam, Ila;Rice University;1994","Semenick Alam, Ila M.",6506722164,1994
"Semenik, Richard J.;Ohio State University;1976","Semenik, Richard J.",24395223600,1976
"Semple, John H.;University of Texas at Austin;1990","Semple, John H.",56212404500,1990
"Sen, Amartya K.;Trinity University;1959","Sen, Amartya K.",7401592846,1959
"Sen, Amit;University of North Carolina;1997","Sen, Amit",15049882100,1997
"Sen, Arun;Pennsylvania State University;1979","Sen, Arun",8201466700,1979
"Sen, Asim;Rutgers University;1976","SEN, Asim",7401592653,1976
"Sen, Bisakha","Sen, Bisakha (Pia)",7103253023,1998
"Sen, Falguni K.;Northwestern University;1983","Sen, Falguni K.",6604062343,1983
"Sen, Kaustav;Rutgers University;1994","Sen, Kaustav",35202231800,1994
"Sen, Nilanjan;Virginia Polytechnic Institute and State University;1990","Sen, Nilanjan",7102102801,1990
"Sen, Pradyot K.;Columbia University;1985","Sen, Pradyot K.",12804272900,1985
"Sen, Subrata;Carnegie Mellon University;1974","Sen, Subrata K.",36840883500,1974
"Sen, Swapan;University of Nebraska","Sen, Swapan",25024876500,
"Sen, Tarun K.;University of Iowa;1985","Sen, Tarun K.",36003811200,1985
"Sen, Tinni;University of Mississippi;1999","Sen, Tinni",36018739600,1999
"Sena, Mark;University of Kentucky;2000","Sena, Mark P.",7004040576,2000
"Senbet, Lemma W.;University at Buffalo;1975","Senbet, Lemma W.",6603204543,1975
"Senchack, Andrew J. Jr.;University of California, Los Angeles;1973","Senchack, Andrew J.",16415004500,1973
"Seneca, Joseph J.;University of Pennsylvania;1968","Seneca, Joseph J.",6506114275,1968
"Sener, Tulin;Claremont McKenna College;1974","Sener, Tulin",6602153723,1974
"Sengupta, Jati K.;Iowa State University;1962","Sengupta, Jati K.",7103058673,1962
"Sengupta, Kaushik;Indiana University;1997","Sengupta, Kaushik",7103231145,1997
"Sengupta, Partha;University of Florida;1995","Sengupta, Partha",7103155411,1995
"Senkow, David W.;University of Minnesota;1992","Senkow, David W.",6504620773,1992
"Senn, James A.;University of Minnesota;1973","Senn, James A.",7005084604,1973
"Sennetti, John T.;Virginia Polytechnic Institute and State University;1973","Sennetti, John T.",24406674300,1973
"Sent, Esther-Mirjam;Stanford University;1994","Sent, Esther Mirjam",6602386332,1994
"Senteney, David L.;University of Illinois;1987","Senteney, David L.",14066350400,1987
"Seo, Byeongseon;University of Rochester;1996","Seo, Byeongseon",7007032303,1996
"Seo, Tae Kun;Texas A&M University;1973","Seo, Taekun",56230600900,1973
"Seol, Inshik;University of Connecticut;1996","Seol, Inshik",14025193300,1996
"Seow, Gim S.;University of Oregon;1985","Seow, Gim S.",6506265209,1985
"Sepe, James F.;University of Washington;1980","Sepe, James F.",9278685900,1980
"Sepehri, Mohamad;Indiana University;1982","Sepehri, Mohamad",56285968200,1982
"Sepic, F. Thomas;University of Washington;1979","Sepic, F. Thomas",6506540433,1979
"Seppala, Juha;University of Chicago;2000","Seppälä, Juha",7103321600,2000
"Seppi, Duane J.;University of Chicago;1988","Seppi, Duane J.",6602406208,1988
"Serapio, Manuel;University of Illinois;1988","Serapio, Manuel G.",6504161265,1988
"Serfes, Kostas;University of Illinois;1998","Serfes, Konstantinos",6602295117,1998
"Sergenian, Gail K.;University of Connecticut;1994","Sergenian, Gail K.",6507997045,1994
"Serow, William J.;Duke University;1972","Serow, William J.",7003367013,1972
"Serrano, Jan M.;Virginia Polytechnic Institute and State University;1993","Serrano, Jan M.",7202711180,1993
"Serrano, Roberto;Harvard University;1992","Serrano, Roberto",7103135484,1992
"Serrat, Angel;Massachusetts Institute of Technology;1996","Serrat, Angel",6603409661,1996
"Sertel, Murat;Massachusetts Institute of Technology;1971","Sertel, Murat R.",6701564849,1971
"Serva, Mark;University of Texas at Austin;1994","Serva, Mark A.",7003773296,1994
"Servaes, Henri J.;Purdue University;1989","Servaes, Henri",6603501917,1989
"Service, Robert;University of Texas, Arlington;1993","Service, Robert W.",55664219900,1993
"Seshadri, Ananth;University of Rochester;2000","Seshadri, Ananth",6603793117,2000
"Seshadri, Sridhar;University of California, Berkeley;1993","Seshadri, Sridhar",35518586000,1993
"Seshadri, Srivatsa;University of Arkansas;1993","Seshadri, Srivatsa",8268861200,1993
"Seshan, Venkatachalam;Lehigh University;1965","Seshan, Venkatachalam",56677560400,1965
"Sesnowitz, Michael L.;University of Pittsburgh;1971","Sesnowitz, Michael L.",24303828700,1971
"Seth, Anju;University of Michigan;1988","Seth, Anju K.",7103146538,1988
"Seth, Sarabjeet;University of Michigan;1988","Seth, Shikha",57212985786,1988
"Sethi, Rajiv;The New School;1993","Sethi, Rajiv",7102646874,1993
"Sethi, S. Prakash;Columbia University;1968","Sethi, S. Prakash",8087616300,1968
"Sethi, Suresh;Carnegie Mellon University;1972","Sethi, Suresh Pal",55885839900,1972
"Sethia, Nirmal K.;Indian In;1980","Sethia, Nirmal K.",36976736800,1980
"Setterfield, Mark;Dalhousie University;1992","Setterfield, Mark A.",6601976991,1992
"Settle, Chad;University of Wyoming;1999","Settle, Chad",6701735094,1999
"Settle, John W.;University of Washington;1978","Settle, John W.",7004660455,1978
"Settle, Russell F.;University of Wisconsin, Madison;1974","Settle, Russell F.",7006838617,1974
"Settoon, Randall;Louisiana State University;1996","Settoon, Randall P.",7801617856,1996
"Sevcik, Galen R.;University of Minnesota;1991","Sevcik, Galen R.",6508333453,1991
"Severiens, Jacobus T.;University of Iowa;1972","Severiens, Jacobus T.",57191080012,1972
"Severinov, Sergei;Stanford University;1998","Severinov, Sergei",7801641680,1998
"Sevilir, Merih;INSEAD","Sevilir, Merih",34979307900,
"Seville, Mary Alice;University of Illinois;1983","Seville, Mary Alice",24442411100,1983
"Sevin, Suzanne;University of Georgia;2002","Sevin, Suzanne K.",8445192100,2002
"Seward, James K.;University of Wisconsin, Madison;1987","Seward, James K.",7102174692,1987
"Sewell, Ellen M.;University of Florida;1983","Sewell, Ellen",25028298300,1983
"Sexton, Edwin A.;University of Illinois;1987","Sexton, Edwin A.",6603695299,1988
"Sexton, Edwin A.;University of Illinois;1988","Sexton, Edwin A.",6603695299,1988
"Sexton, Robert L.;University of Colorado;1980","Sexton, Robert L.",7006205934,1980
"Sexton, Terri A.;University of Minnesota;1981","Sexton, Terri A.",7007038043,1981
"Sexton, Thomas R.;Stony Brook University;1970","Sexton, Thomas R.",7007038047,1979
"Sexton, Thomas R.;Stony Brook University;1979","Sexton, Thomas R.",7007038047,1979
"Sexton, William P.;Ohio State University;1966","Sexton, William P.",57190078069,1966
"Sexty, Robert;University of Colorado;1974","Sexty, Robert W.",6507776957,1974
"Seydel, John;Texas A&M University;1991","Seydel, John",56227951800,1991
"Seyedian, Mojtaba;Binghamton University;1984","Seyedian, Mojtaba",8066689300,1984
"Seyfried, William L.;Purdue University;1990","Seyfried, William L.",7003413964,1990
"Seyhun, H. Nejat;University of Rochester;1984","Seyhun, H. Nejat",24442114200,1984
"Sezer, Ozcan;University of Connecticut;2001","Sezer, Özcan",23104164500,2001
"Sfeir, Raymond;University of California, Santa Barbara;1982","Sfeir, Raymond E.",7003553569,1982
"Sfiridis, James M.;University of Connecticut;1991","Sfiridis, James M.",8241673000,1991
"Shaanan, Joseph;Cornell University;1979","Shaanan, Joseph",6507901573,1979
"Shaban, Radwan Ali;Stanford University;1985","Shaban, Radwan",56329497600,1985
"Shabbir, Tayyeb;University of Pennsylvania;1987","Shabbir, T.",55302502900,1987
"Shachat, Jason;University of Arizona;1996","Shachat, Jason",6508062517,1996
"Shachmurove, Yochanan;University of Minnesota;1983","Shachmurove, Yochanan",6603568176,1983
"Shackelford, Douglas A.;University of Michigan;1990","Shackelford, Douglas A.",7004746151,1990
"Shackelford, Jean A.;University of Kentucky;1974","Shackelford, Jean",55824986900,1974
"Shackleton, Mark;University of London;1998","Shackleton, Mark B.",7004295044,1998
"Shadbegian, Ronald;Clark University;1991","Shadbegian, Ronald J.",6602863078,1991
"Shafer, Scott M.;University of Cincinnati;1989","Shafer, Scott M.",7102733843,1989
"Shafer, Wayne;University of California, Santa Barbara;1972","Shafer, Wayne J.",24557721800,1972
"Shafer, William E.;University of Houston;1994","Shafer, William E.",7005145936,1994
"Shaffer, David;University of Kansas;1999","Shaffer, David R.",55108770800,1999
"Shaffer, Linda J.;Northwestern University;1978","Shaffer, Linda",36574152600,1978
"Shaffer, Paul;University of Oklahoma;1974","Shaffer, Paul",35858378600,1974
"Shaffer, Raymond J.;University of Kentucky;1990","Shaffer, Raymond J.",36136252500,1990
"Shaffer, Sherrill L.;Stanford University;1981","Shaffer, Sherrill L.",7006555558,1981
"Shaffer, Sherrill;Stanford University","Shaffer, Sherrill L.",7006555558,1981
"Shaft, Teresa M.;Pennsylvania State University;1992","Shaft, Teresa M.",6603262441,1992
"Shaftel, Timothy L.;Carnegie Mellon University;1972","Shaftel, Timothy L.",6505888334,1972
"Shah, Atul K.;University of London;1993","Shah, Atul K.",7403209301,1993
"Shah, Jaymeen;University of Houston;1993","Shah, Jaymeen R.",7403262365,1993
"Shah, Parth;Auburn University;1990","Shah, Parth J.",56277595900,1990
"Shah, Pri P.;Northwestern University;1994","Shah, Priti Pradhan",55430006800,1994
"Shahabuddin, Syed;University of Missouri;1976","Shahabuddin, Syed",8750411300,1976
"Shahinpoor, Nasrin;University of Cincinnati;2000","Shahinpoor, Nasrin",17435788700,2001
"Shahinpoor, Nasrin;University of Cincinnati;2001","Shahinpoor, Nasrin",17435788700,2001
"Shahrokhi, Manuchehr;Ohio State University;1985","Shahrokhi, Manuchehr",56208304100,1985
"Shahrur, Husayn;Georgia State University;2003","Shahrur, Husayn",8281178700,2003
"Shahwan, Yousef;Western Sydney University;2002","Shahwan, Yousef",35757044300,2002
"Shaikh, Nassar M.;University of Texas at Austin;1985","Shaikh, Nassar M.",23968339500,1985
"Shailer, Gregory E. P.;University of Adelaide;1996","Shailer, Greg",24371054500,1996
"Shailer, Gregory;University of Adelaide;1996","Shailer, Greg",24371054500,1996
"Shakespeare, Catherine M.;University of Illinois;2002","Shakespeare, Catherine M.",55878885000,2002
"Shalchi, Hossein;University of Illinois;1981","Shalchi, Hossein",6507329456,1981
"Shalishali, Maurice K.;Auburn University;1992","Shalishali, Maurice K.",36118338000,1992
"Shalley, Christina;University of Illinois;1988","Shalley, Christina E.",6602864542,1988
"Shama, Avraham;Northwestern University;1973","Shama, Avraham",7003844748,1973
"Shambaugh, Jay C.;University of California, Berkeley;2002","Shambaugh, Jay C.",6603381616,2002
"Shambaugh, Jay;University of California, Berkeley;2002","Shambaugh, Jay C.",6603381616,2002
"Shambora, William E.;University of Kentucky;2000","Shambora, William E.",14039327200,2000
"Shambu, Girish;University at Buffalo;1993","Shambu, Girish",6507409874,1993
"Shampton, John;University of North Texas;1992","Shampton, John F.",56939291800,1992
"Shamsuddin, A.;SF-Ca","Shamsuddin, Abul F.M.",7006605428,
"Shanahan, Yvonne;Syracuse University;2002","Shanahan, Yvonne P.",23470879000,2002
"Shanahan, Yvonne;University of Canterbury;2002","Shanahan, Yvonne P.",23470879000,2002
"Shane, H. Martin;University of Iowa;1977","Shane, Hugh Martin",6602840708,1977
"Shane, Hugh;University of Iowa;1977","Shane, Hugh Martin",6602840708,1977
"Shane, Philip B.;University of Oregon;1982","Shane, Philip B.",7006171768,1982
"Shane, Scott;University of Pennsylvania;1992","Shane, Scott A.",7007061489,1992
"Shaner, Michael C.;University of South Carolina;1974","Shaner, Michael C.",6602611220,1974
"Shang, Jennifer S.;University of Texas at Austin;1988","Shang, Jennifer",7101847312,1988
"Shani, A. B. (Rami);Case Western Reserve University;1981","Shani, Abraham B.Rami",7005267042,1981
"Shank, John K.;Ohio State University;1969","Shank, John K.",7003313863,1969
"Shankar, Rashmi;University of California, Santa Cruz;2001","Shankar, Rashmi",20436889700,2001
"Shanken, Jay;Carnegie Mellon University;1983","Shanken, Jay",6602481632,1983
"Shanker, Latha;University of Florida;1983","Shanker, Latha",7801523879,1983
"Shanker, Murali;University of Minnesota;1990","Shanker, Murali S.",6701319181,1990
"Shanley, Mark T.;University of Pennsylvania;1986","Shanley, Mark T.",6603680970,1986
"Shannon, Chris;Stanford University;1992","Shannon, Chris",7006791120,1992
"Shannon, Donald S.;University of North Carolina;1972","Shannon, Donald S.",16514411900,1972
"Shanthikumar, J. George;University of Toronto;1979","Shanthikumar, Jeyaveerasingam George",7005886863,1979
"Shao, Benjamin;University at Buffalo;2000","Shao, Benjamin B.M.",7103207904,2000
"Shao, John J.;Virginia Polytechnic Institute and State University;1991","Shao, John F.",7201361457,1991
"Shao, Lawrence P.;University of Tennessee;1989","Shao, Lawrence Peter",15756229400,1989
"Shaoul, Jean E.;University of Salford","Shaoul, Jean",6603828592,
"Shapeero, Mike P.;Virginia Polytechnic Institute and State University;1996","Shapeero, Mike",35800341200,1996
"Shapira, Zur;University of Rochester;1976","Shapira, Zur B.",7004993751,1976
"Shapiro, Aharon H.;The New School;1966","Shapiro, Aharon H.",8773279700,1966
"Shapiro, Alan C.;Carnegie Mellon University;1971","Shapiro, Alan C.",24446681500,1971
"Shapiro, Alex;University of Pennsylvania;1998","Shapiro, Alexander I.",16449846600,1998
"Shapiro, Arnold F.;University of Pennsylvania;1975","Shapiro, Arnold F.",7403333383,1975
"Shapiro, Brian P.;University of Minnesota;1990","Shapiro, Brian P.",39863545600,1990
"Shapiro, Carl;Massachusetts Institute of Technology;1981","Shapiro, Carl",7102469640,1981
"Shapiro, David;Princeton University;1972","Shapiro, David A.",36795641500,1972
"Shapiro, Debra L.;Northwestern University;1986","Shapiro, Debra L.",7402063017,1986
"Shapiro, Dmitry;Yale University;2006","Shapiro, Dmitry A.",24780065500,2006
"Shapiro, Harold T.;Princeton University;1964","Shapiro, Harold T.",8536572600,1964
"Shapiro, Harris J.;CUNY;1973","Shapiro, H. Jack",24308067300,1973
"Shapiro, Helen;Yale University;1988","Shapiro, Helen",7202025260,1988
"Shapiro, Jeremy F.;Stanford University;1967","Shapiro, Jeremy",55866525800,1967
"Shapiro, Matthew D.;Massachusetts Institute of Technology;1984","Shapiro, Matthew D.",7402159091,1984
"Shapiro, Nina;The New School","Shapiro, Nina",8369792800,
"Shapiro, Perry;University of California, Berkeley;1967","Shapiro, Perry",7102826991,1967
"Shapiro, Roy D.;Stanford University;1974","Shapiro, Roy D.",7403082799,1974
"Shapiro, Stephen L.;University of South Carolina;1972","Shapiro, Stephen L.",55434465600,1972
"Shapiro, Steven J.;Georgetown University;1988","Shapiro, Steven J.",7402734047,1988
"Shapley, Lloyd S.;Princeton University;1953","Shapley, Lloyd S.",6602380266,1953
"Sharbrough, William C.;Louisiana State University;1983","Sharbrough, William C.",14521588000,1983
"Sharda, Ramesh;University of Wisconsin, Madison;1981","Sharda, Ramesh",7004644203,1981
"Sharfman, Mark P.;University of Arizona;1985","Sharfman, Mark P.",6603579925,1985
"Shariat, Mohammad;Florida State University;1980","Shariat, Mohammad Hossein",6603810373,1980
"Sharif, Mohammed;Boston University;1983","Sharif, Mohammed",7102307700,1983
"Shariff, Ismail;University of Wisconsin, Madison;1965","Shariff, Ismail",6506461631,1965
"Sharifi, Mohsen;Louisiana State University;1975","Sharifi, Mohsen",57197609642,1975
"Sharkey, Thomas W.;Indiana University;1985","Sharkey, Thomas W.",7006793216,1985
"Sharma, Anurag;University of North Carolina;1993","Sharma, Anurag",56429806400,1993
"Sharma, Divesh S.;Griffith University;1999","Sharma, Divesh S.",15753042000,1999
"Sharma, Gunjan;University of Maryland, College Park;2006","Sharma, Gunjan",14032137800,2006
"Sharma, Jandhyala L.;University of Arkansas;1975","Sharma, Jandhyala L.",7402610876,1975
"Sharma, Jitendra;Lucknow;1992","Sharma, Jitendra R.",57197185231,1992
"Sharma, Maneesh K.;University of Alabama;1991","Sharma, Maneesh K.",55885865600,1991
"Sharma, Pramodita;University of Calgary","Sharma, Pramodita",7403231533,
"Sharma, Rajiv;University of Florida;1998","Sharma, Rajiv L.",57212897437,1998
"Sharma, Subhash;University of Kentucky;1983","Sharma, Subhash C.",7405881572,1983
"Sharma, Vivek;Virginia Polytechnic Institute and State University;2004","Singh, Vivek",55383074200,2004
"Sharman, Raj;Louisiana State University;1998","Sharman, Raj",8129878200,1998
"Sharp, David J.;Massachusetts Institute of Technology;1987","Sharp, David J.",55423181500,1987
"Sharp, Florence C.;University of Illinois;1982","Sharp, Florence Cowan",24380573200,1982
"Sharp, Peter A.;Claremont McKenna College;1984","Sharp, Peter A.",14047486800,1984
"Sharpe, Ian G.;Stanford University;1972","Sharpe, Ian G.",6701452294,1972
"Shastri, Karen A.;University of Pittsburgh;1990","Shastri, Karen A.",36854298100,1991
