dep,name,rank,area,degree,grad_year,school,since,annotation
Auburn University,"Garrison, Roger W.",Prof,HE,PHD,81,Virginia,1983,
Auburn University,"Jackson, John D.",Prof,DC,PHD,77,Claremont,1984,
Auburn University,"Kaserman, David L.",Prof,DL,PHD,76,Florida,1986,Torchmark Professor
Auburn University,"Whitten, David O.",Prof,N,PHD,70,Tulane,1968,
Auburn University,"Ault, Richard W.",Assoc,DF,PHD,83,Virginia,1983,
Auburn University,"Beil, Richard O.",Assoc,DH,PHD,88,Tx A&M,1988,
Auburn University,"Gropper, Daniel M.",Assoc,EM,PHD,89,Fla St,1988,
Auburn University,"Saba, Richard P.",Assoc,CD,PHD,74,Tx A&M,1974,
Auburn U at Montgomery,"Goodson, Jane",Dean$,Mgt,PHD,86,Alabama,1986,
Auburn U at Montgomery,"Gregorowicz, Phillip",H-Pr,EFGJ,PHD,82,N Illinois,1980,
Auburn U at Montgomery,"Deravi, M. Keivan",Prof,DFGJ,PHD,85,Okla St,1985,Director of Center for Government & Public Affairs
Auburn U at Montgomery,"Hegji, Charles E.",Prof,DFMJ,PHD,80,Wash U,1985,
Auburn U at Montgomery,"Lacy, Allen W.",Emer,ETIH,PHD,71,Iowa St,1976,
Auburn U at Montgomery,"Clark, Joy",Assoc,APQB,PHD,88,Tx A&M,1988,Assistant Dean
Auburn U at Montgomery,"Francis, John",Asst,,PHD,1,Mich St,2001,
Auburn U at Montgomery,"Linna, Ken",Asst,,PHD,99,Alabama,1999,
Auburn U at Montgomery,"Moore, Evan",Asst,,PHD,2,Va Tech,2002,
Auburn U at Montgomery,"Schneider, Lynn",Asst,,PHD,96,Houston,1998,
Auburn U at Montgomery,"Bates, Jeff",Inst,,PHD,91,Aub-Mont,1991,
Auburn U at Montgomery,"Ligeon, Carel",Inst,,PHD,0,Auburn,2000,
Auburn U at Montgomery,"Lucy-Bouler, Tink",Inst,,,,,,
Augsburg College,"Kimball, Chris",Dean,,PHD,,Chicago,1991,
Augsburg College,"Boeh, Jeanne",C-Ac,IR,PHD,89,Il-Chicago,1990,
Augsburg College,"Gilsdorf, Keith F.",Asst,FEL,PHD,90,Nebraska,2001,
Augsburg College,"Hofrenning, Stella",Asst,I,PHD,92,Il-Chicago,2001,
Augusta State University,"Widener, Jack K.",Dean,,MBA,91,Geo St,,
Augusta State University,"Brauer, Jurgen",Assoc,AFIT,PHD,89,Notre Dm,1991,
Augusta State University,"Leightner, Jonathan E.",Assoc,DTOP,PHD,89,N Carol,1989,
Augustana College IL,"Hay, Ellen",Dean,,PHD,,Iowa St,2003,
Augustana College IL,"Ballman, Richard J. Jr.",C-Pr,ABDE,PHD,77,Iowa,1972,
Augustana College IL,"Marme, Christopher B.",Asst,ACEO,PHD,94,Illinois,1988,
Augustana College IL,"Short, Joanna",Inst,ANHD,PHD,1,Indiana,2001,
Augustana College SD,"Eggleston, Brian D.",C-Ac,ABQ,PHD,91,Wash St,1988,
Augustana College SD,"Nesiba, Reynold F.",Assoc,EGA,PHD,95,Notre Dm,1995,
Augustana College SD,"Sorenson, David",Assoc,RGA,PHD,97,W Virginia,1997,
Austin Peay State University,"Thorburn, Neil",Dir,,PHD,65,Nwrn,2003,
Austin Peay State University,"Meadows, Tommy C.",C-Pr,HJ,PHD,79,Clemson,1977,
Austin Peay State University,"Kim, Kil-Joong",Prof,FO,PHD,80,Cincinnati,1980,
Austin Peay State University,"Rummer, Jerry",Asst,CDE,PHD,,Mid Tenn,,
Azusa Pacific University,"Bezjian, Ilene L.",Dean,Mgt,DBA,86,US Intl,1-93,
Azusa Pacific University,"Underwood, Julia",C-As,Psy,PHD,99,,1-01,
Azusa Pacific University,"Conover, Roger B.",Asst,,PHD,3,Ca-Rivers,9-90,
Azusa Pacific University,"Verdugo, Paul R.",Asst,,MA,76,Ca Poly,9-80,
Babson College,"Fleischmann, Fritz",Dean,,PHD,,Erlangen,1983,
Babson College,"Jones, Kent A.",C-Pr,F,PHD,81,Geneva,1982,
Babson College,"Bayer, Arthur A.",Prof,AH,PHD,68,Mich St,1978,
Babson College,"Casey, William L. Jr.",Prof,F,PHD,63,Boston C,1964,
Babson College,"Marthinsen, John E.",Prof,FD,PHD,74,Conn,1974,
Babson College,"Moss, Laurence S.",Prof,K,PHD,71,Columbia,1977,
Babson College,"Han, Hsiang-Ling",Assoc,CE,PHD,92,Rochester,1997,
Babson College,"McAuliffe, Robert E. Jr.",Assoc,EL,PHD,82,Virginia,1982,
Babson College,"Minniti, Maria",Assoc,E,PHD,97,NYU,1997,
Babson College,"Polutnik, Lidija",Assoc,HJ,PHD,94,Geo St,1991,
Babson College,"Ricciardi, Joseph M.",Assoc,EO,PHD,85,Tx-Austin,1985,
Babson College,"Hussain, Ajaz",Asst,L,PHD,2,Brown,2002,
Babson College,"Kafi, Farhoud",VInst,D,MA,,Northeas,,
Baldwin-Wallace College,"Sage, Lewis C.",C-Ac,CIJ,PHD,85,Maryland,1991,
Baldwin-Wallace College,"Ebert, Robert R.",Prof,DFP,PHD,74,Case Wes,1967,
Baldwin-Wallace College,"Heinicke, Craig W.",Prof,NOE,PHD,91,Toronto,1991,
Baldwin-Wallace College,"Miller, Dennis D.",Prof,OQ,PHD,85,Colorado,1987,
Baldwin-Wallace College,"Peart, Sandra Joan",Prof,BD,PHD,89,Toronto,1991,
Baldwin-Wallace College,"Rolleston, Barbara Sherman",Prof,HR,PHD,83,Cornell,1983,
Baldwin-Wallace College,"Ross, Thomas A.",Assoc,CG,MS,,Bowl Gr,,
Ball State University,"Richardson, Lynne D.",Dean,Mktg,PHD,89,Alabama,7-01,
Ball State University,"Flowers, Marilyn",C-Pr,H,PHD,74,Va Tech,1990,
Ball State University,"Bohanon, Cecil E.",Prof,H,PHD,81,Va Tech,1980,
Ball State University,"Cheng, Chu-Yuan",Prof,OP,PHD,64,Geotown,1971,
Ball State University,"Coehlo, Philip R. P.",Prof,NT,PHD,69,U Wash,1986,
Ball State University,"Deitsch, Clarence R.",Prof,J,PHD,74,NewHamp,1974,
Ball State University,"Santoni, Gary J.",Prof,E,PHD,72,New Mex,1988,George and Francis Ball Distinguished Professor of Economics
Ball State University,"Stone, Courtney C.",Prof,EM,PHD,73,UCLA,1991,
Ball State University,"Van Cott, T. Norman",Prof,FH,PHD,69,U Wash,1977,
Ball State University,"Green, Jeffery",Assoc,C,PHD,72,Cornell,1972,
Ball State University,"Horowitz, John B.",Assoc,HJ,PHD,88,Tx A&M,1989,
Ball State University,"Keil, Stanley R.",Assoc,QR,PHD,73,Oregon,1973,
Ball State University,"Liu, Tung",Assoc,C,PHD,90,Ca-SnDgo,1990,
Ball State University,"McClure, James Edward",Assoc,J,PHD,83,Purdue,1982,
Ball State University,"Spector, Lee C.",Assoc,E,PHD,85,Iowa,1985,
Ball State University,"Yoho, Devon L.",Assoc,A,PHD,74,Missouri,1978,Director of Center for Economic Education
Ball State University,"Zegeye, Abera",Assoc,A,PHD,77,Indiana,1974,
Ball State University,"Shupp, Robert",Asst,,,,,,
University of Baltimore,"McCarthy, Anne M.",Dean,Mgt,PHD,92,Purdue,6-02,
University of Baltimore,"Gerlowski, Daniel A.",D-As,ALM,PHD,87,Pittsburgh,8-87,
University of Baltimore,"Oblak, Marilyn",D-Pr,,DBA,78,Kent St,1982,
University of Baltimore,"Acs, Zoltan J.",Prof,,PHD,80,New Sch,1989,
University of Baltimore,"Levy, David T.",Prof,,PHD,,N Carol,,
University of Baltimore,"Sawhney, Bansi L.",Prof,,PHD,75,Geo Wash,1971,
University of Baltimore,"Stevens, David W.",Prof,,PHD,65,Colorado,,Executive Director of Jacob France Center
University of Baltimore,"Brownstein, Barry",Assoc,,PHD,77,Rutgers,,
Barnard College,"Weiman, David F.",C-Pr,NL,PHD,84,Stanford,2001,
Barnard College,"Burgstaller, Andre C.",Prof,EOBF,PHD,79,Columbia,1977,
Barnard College,"Mehrling, Perry G.",Prof,EGB,PHD,88,Harvard,1987,
Barnard College,"Sethi, Rajiv",Assoc,DQ,PHD,93,New Sch,1995,
Barnard College,"Dye, Alan",Asst,NOL,PHD,91,Illinois,1995,
Barnard College,"Harrison, Sharon",Asst,EC,PHD,97,Nrthwstrn,1997,
Barnard College,"Mammen, Kristin",Asst,D,PHD,2,Princeton,2003,
Barnard College,"Munasinghe, Lalith",Asst,JC,PHD,95,Columbia,1997,
Barnard College,"Reback, Randall",Asst,DI,PHD,3,Michigan,2003,
Barnard College,"Reddy, Sanjay",Asst,NO,PHD,0,Harvard,2001,
Barry University,"Scarborough, Jack W.",Dean,Mgt,PHD,88,Maryland,8-89,
Barry University,"Duchatelet, Martine",Prof,,PHD,77,Stanford,1989,Associate Dean
Barry University,"Hervitz, Hugo M.",Prof,,PHD,83,Indiana,1982,
Barry University,"Morrell, Stephen O.",Prof,,PHD,77,Va Tech,1990,
Barry University,"Payne, Bruce C.",Prof,,PHD,77,LSU,8-98,
Barry University,"Cruz, Robert D.",Assoc,,PHD,85,Penn,1993,
Barry University,"Daghestani, Eddie",Assoc,,PHD,71,Colo St,1988,
Barton College,"Bethune, John J.",Dean,,PHD,87,Fla St,8-00,
Barton College,"Edmondson, Robert",Asst,,MBA,87,Wake For,8-91,
Bates College,"Hughes, James W.",C-As,IJKL,PHD,87,Michigan,1982,
Bates College,"Aschauer, David Alan",Prof,E,PHD,84,Rochester,1990,Elmer W. Campbell Professor of Economics
Bates College,"Murray, Michael P.",Prof,RH,PHD,74,Iowa St,1986,Phillips Professor of Economics
Bates College,"Walther, Theodore",Emer,FG,PHD,64,New Sch,1958,
Bates College,"Williams, Anne D.",Prof,O,PHD,76,Chicago,1981,
Bates College,"Lewis, Lynne",Assoc,Q,PHD,94,Colorado,2000,
Bates College,"Maurer-Fazio, Margaret",Assoc,O,PHD,94,Pittsburgh,1994,
Bates College,"Oliver, Michael",Assoc,N,PHD,95,Manchest,2001,
Bates College,"Schwinn, Carl R.",Assoc,L,PHD,78,Cornell,1975,
Baylor University,"Maness, Terry S.",Dean,Fnce,PHD,77,Indiana,1977,
Baylor University,"Green, Steven L.",C-Pr,,PHD,84,Brown,1986,
Baylor University,"Gardner, H. Stephen",Prof,FP,PHD,78,Berkeley,1978,Herman Brown Professor of Economics; Director McBride Ctr Intl Economics
Baylor University,"Gilbreath, L. Kent",Prof,GN,PHD,71,Florida,1973,Stevens Professor of Private Enterprise & Entrepreneurship
Baylor University,"Henderson, James W.",Prof,IJ,PHD,81,So Meth,1981,Ben H. Williams Professor of Economics
Baylor University,"Kelly, Thomas M.",Prof,R,PHD,70,Okla St,1969,Director Center for Business and Economic Research
Baylor University,"McKinney, Joseph A.",Prof,F,PHD,70,Mich St,1976,Ben Williams Professor of International Economics
Baylor University,"Truitt, W. James",Prof,D,PHD,68,Illinois,1968,Director Cntr/Priv Entrp
Baylor University,"VanHoose, David D.",Prof,EF,PHD,84,N Carol,2001,Herman W. Lay Professor of Private Enterprise
Baylor University,"Ewing, Bradley T.",Assoc,,PHD,94,Purdue,2003,
Baylor University,"Pisciotta, John L.",Assoc,,PHD,71,Tx-Austin,1980,
Baylor University,"Taylor, Beck",Assoc,D,PHD,97,Purdue,1997,The W. H. Smith Professor of Economics & Undergraduate Programs
Baylor University,"Emerson, Tisha N.",Asst,,PHD,,S Calif,2000,
Baylor University,"Gwin, Carl",Asst,DL,PHD,97,Indiana,2001,
Baylor University,"North, Charles",Asst,K,PHD,99,Tx-Austin,1998,
Baylor University,"Bowman, Judy C.",SLect,,MS,74,Baylor,1974,
Baylor University,"Johnson, Karen R.",SLect,,MIM,,Baylor,1979,
Baylor University,"Odegaard, Thomas A.",SLect,,MA,70,Rice,1985,
Baylor University,"Fifield, Charles",Lect,,MBA,,Nrthwstrn,2002,
Baylor University,"Garner, Scott",Lect,,MBA,,W Fla,2001,
Baylor University,"Mencken, Kimberly",Lect,,MS,,LSU,2002,
Baylor University,"Pittman, Scott M.",Lect,,MBA,,Baylor,2002,
Belhaven College,"Martin, Ervin",C-As,,PHD,0,Fielding,2000,
Belhaven College,"Penn, William M.",Prof,CM,PHD,68,Duke,1981,
Belhaven College,"Jinkiri, Yusufu",Asst,M,PHD,98,Conn,1998,
Bellarmine University,"Bauer, Daniel L.",Dean,Fnce,DBA,96,Miss St,9-95,
Bellarmine University,"Raymond, Frank",C-As,AFOR,PHD,97,Indiana,2000,
Bellarmine University,"McCrickard, Myra J.",Prof,AL,PHD,89,N Car St,1989,
Bellarmine University,"Slesnick, Frank L.",Prof,AIKJ,PHD,72,Minnesota,1975,
Belmont University,"Raines, J. Patrick",Dean,,PHD,83,Alabama,2003,
Belmont University,"Cochran, Howard H. Jr.",Assoc,AFM,DA,94,Mid Tenn,1989,
Belmont University,"Hodgin, Gary L.",Assoc,,PHD,85,Tennessee,1983,
Belmont University,"Thompson, Mary M.",Asst,,MA,,Notre Dm,1983,
Bemidji State University,"Ley, Robert D.",D-Pr,,PHD,77,Wash St,1977,
Bemidji State University,"Johnson, Lowell E.",Prof,,PHD,75,Cornell,1976,
Bemidji State University,"Welle, Patrick G.",Prof,,PHD,86,Wisconsin,1982,
Bemidji State University,"Kivi, P.",Asst,,ABD,,Wyoming,,
Benedict College,"Cole, John A.",Dean,,PHD,80,Michigan,,
Benedict College,"Mahdi, Syed I.",C-Pr,,PHD,76,Mass,1975,
Benedict College,"Candley, William",Prof,,PHD,76,Pittsburgh,1999,
Benedict College,"Lee, Raymond",Prof,,PHD,95,Cincinnati,1998,
Benedict College,"Njoku, Anthanasius O.",Prof,,PHD,71,Illinois,1971,
Benedictine University,"Thornburg, Jack",H,,,,,,
Benedictine University,"Lee, Soyon",Prof,GO,PHD,77,N Illinois,1974,
Benedictine University,"Lobo, Isobel",Asst,FAO,PHD,98,Notre Dm,2001,
Bentley College,"Olson, Margi",Dean,,PHD,78,Minnesota,2002,
Bentley College,"Clarke, William A.",C-Pr,AD,PHD,73,Rutgers,1972,
Bentley College,"Callan, Scott J.",Prof,CDQ,PHD,85,Tx A&M,1987,
Bentley College,"Fly, Patricia",Prof,JLM,PHD,80,Boston U,1976,Trustee Professor
Bentley College,"Grubaugh, Stephen G.",Prof,CF,PHD,82,Chicago,1981,
Bentley College,"Gulley, O. David",Prof,EG,MA,89,Kentucky,1990,
Bentley College,"Kuntz, Dale F.",Prof,AEO,PHD,79,Conn,1975,
Bentley College,"Leeth, John D.",Prof,GCJ,PHD,83,N Carol,1987,
Bentley College,"Mukerjee, Swati",Prof,DFI,PHD,86,Boston U,1989,
Bentley College,"Sumner, Scott B.",Prof,EN,PHD,84,Chicago,1982,
Bentley College,"Thomas, Janet M.",Prof,DHQ,PHD,87,Boston C,1987,
Bentley College,"Zampieron, Alexander Alg",Prof,ABF,PHD,72,Fletcher,1965,
Bentley College,"Bikhazi, Elias G.",Asst,AC,PHD,86,S Carol,2001,
Bentley College,"Jackson, Aaron",Asst,AE,PHD,2,Oregon,2002,
Bentley College,"Karidis, Socrates",Asst,CEH,PHD,1,Clarke,1998,
Bentley College,"Livingston, Jeffrey",Asst,LD,PHD,3,Maryland,2003,
Bentley College,"Ortmeyer, David",Asst,EO,PHD,80,Wisconsin,2003,
Bentley College,"Quinn, Michael",Asst,FLO,PHD,2,N Carol,2002,
Bentley College,"Scholten, Patrick A.",Asst,CL,PHD,3,Indiana,2003,
Bentley College,"Shepherd, John",Inst,CGN,MS,72,Reading,2001,
Bentley College,"Tommasi, John",Inst,AM,MBA,80,NewHamp,2001,
Berea College,"Browner, Stephanie",Dean,,PHD,94,Indiana,1994,
Berea College,"Isaacs, Patricia",C-Pr,,DBA,94,Kentucky,1989,
Berea College,"Sowell, Clifford",Prof,,PHD,78,Georgia,1981,
Berea College,"Spears, Philip V.",Prof,,PHD,71,Kentucky,1968,
Berea College,"Kazura, Martie",Assoc,,MBA,90,Montana,1991,
Berea College,"McCormack, Edward",Assoc,,MBA,80,Estrn Ky,1985,
Berea College,"Tolliver, R. Wayne",Assoc,,DBA,87,Kentucky,1975,
Berea College,"Brock, Debbi",Asst,,MBA,93,Xavier,2003,
Berea College,"Steele, Scott",Asst,,PHD,97,Wisconsin,2002,
Berea College,"Vazzana, Caryn",Asst,,PHD,3,Purdue,1999,
Berea College,"Vazzana, Daniel",Asst,,MS,95,Purdue,1999,
Berry College,"Dhir, Krishna S.",Dean,Mgt,PHD,75,Colorado,8-01,
Berry College,"Stephenson, E. Frank",C-Ac,EH,PHD,97,N Carol,1997,
Berry College,"Mixon, J. Wilson",Prof,N,PHD,74,U Wash,1986,
Berry College,"Sockwell, William D.",Assoc,B,PHD,89,Vanderbilt,1988,
Berry College,"Roseman, Gary",Asst,G,PHD,97,Emory,2000,
Bethel College-MN,"Olsen, Bruce",C,,,,,,
Bethel College-MN,"Essenburg, Timothy J.",Prof,AI,PHD,91,Tennessee,1989,
Bethel College-MN,"Cabrera, Glenn",Asst,CF,PHD,98,Rice,2001,
Bethune-Cookman College,"Long, Aubrey E.",C-Pr,Bus,PHD,80,Ohio St,1988,
Biola University,"Strand, Larry D.",Dean,,MBA,69,S Calif,1986,
Biola University,"Rundle, Steve",Assoc,DEFN,PHD,97,Claremont,1998,
Birmingham-Southern Coll,"Suddeth, Tara N.",Dean,Atg,PHD,99,Miss,1985,
Birmingham-Southern Coll,"Cleveland, Paul",Assoc,,PHD,85,Tx A&M,1995,
Birmingham-Southern Coll,"Morrow, Bert",Asst,,PHD,,Tx A&M,2001,
Birmingham-Southern Coll,"Rossman, Kathleen",Asst,,PHD,99,Colorado,1999,
Bloomsburg Univ of Penn,"Liu, Hsien-Tung",Dean,,,,,,
Bloomsburg Univ of Penn,"Khan, Saleem M.",C-Pr,AEOP,PHD,67,J Gutenb,1-78,
Bloomsburg Univ of Penn,"Bohling, Peter H.",Prof,,PHD,77,Mass,1978,
Bloomsburg Univ of Penn,"Haririan, Mehdi",Prof,,PHD,87,New Sch,1982,
Bloomsburg Univ of Penn,"Lee, Woo Bong",Prof,,PHD,72,Rutgers,1977,
Bloomsburg Univ of Penn,"Mohindru, Rajesh K.",Prof,,PHD,69,Penn,,
Bloomsburg Univ of Penn,"Bagi, Sukhwinder",Assoc,,PHD,87,Vanderbilt,,
Bloomsburg Univ of Penn,"Obutelewicz, Robert S.",Assoc,,PHD,71,Mass,,
Bloomsburg Univ of Penn,"Masanjala, Winford",Asst,,PHD,3,LSU,8-03,
Bloomsburg Univ of Penn,"Vidovic, Martina",Asst,,PHD,3,SUNY-Bin,8-02,
Boise State University,"Lathen, William C.",Dean,Atg,PHD,82,Ariz St,9-84,
Boise State University,"Lichtenstein, Peter M.",C-Pr,PEF,PHD,74,Colorado,1975,
Boise State University,"Holley, Don",Prof,DMR,PHD,71,Ca-Rivers,1999,
Boise State University,"Loucks, Christine",Prof,ELH,PHD,83,Wash St,1989,
Boise State University,"Payne, Richard D.",Prof,HEA,PHD,70,S Calif,1970,
Boise State University,"Reynolds, R. Larry",Prof,BID,PHD,77,Wash St,1979,
Boise State University,"Twight, Charlotte",Prof,HKN,PHD,83,U Wash,1986,
Boise State University,"Black, Geoffry",Assoc,QRA,PHD,95,U Wash,2001,
Boise State University,"Church, John",SpLec,ART,MS,80,Idaho,2000,
Boston College,"Quinn, Joseph F.",Dean,DJ,PHD,75,MIT,1975,
Boston College,"Kraus, Marvin C.",C-Pr,DR,PHD,73,Minnesota,1972,
Boston College,"Anderson, James E.",Prof,DFN,PHD,69,Wisconsin,1969,
Boston College,"Arnott, Richard J.",Prof,DHR,PHD,75,Yale,1988,
Boston College,"Belsley, David A.",Prof,CD,PHD,65,MIT,1966,
Boston College,"Cox, Donald C.",Prof,DJ,PHD,80,Brown,1987,
Boston College,"Gollop, Frank M.",Prof,DL,PHD,74,Harvard,1979,
Boston College,"Gottschalk, Peter",Prof,DIJ,PHD,73,Penn,1987,
Boston College,"Ireland, Peter N.",Prof,E,PHD,91,Chicago,1998,
Boston College,"Lewbel, Arthur",Prof,CD,PHD,84,MIT,1998,
Boston College,"Schiantarelli, Fabio",Prof,CEF,PHD,81,LondonEc,1992,
Boston College,"Segal, Uzi",Prof,J,PHD,84,Hebrew,2000,
Boston College,"Baum, Christopher F.",Assoc,CE,PHD,77,Michigan,1977,
Boston College,"Konishi, Hideo",Assoc,DHL,PHD,94,Rochester,1999,
Boston College,"Lambertini, Luisa",Assoc,EF,PHD,95,Berkeley,2003,
Boston College,"Marcouiller, Douglas",Assoc,FO,PHD,94,Tx-Austin,1994,
Boston College,"McLaughlin, Francis M.",Assoc,JN,PHD,64,MIT,1961,"Assistant Chairperson, Department of Economics"
Boston College,"Murphy, Robert G.",Assoc,EF,PHD,84,MIT,1984,
Boston College,"Petersen, Harold A.",Assoc,G,PHD,63,Brown,1960,
Boston College,"Tresch, Richard W.",Assoc,H,PHD,73,MIT,1969,
Boston College,"Alger, I.",Asst,DL,PHD,97,Toulouse,1999,
Boston College,"Ghironi, F.",Asst,CE,PHD,99,Berkeley,2001,
Boston College,"Giacomini, Raffaella",Asst,CE,PHD,3,Ca-SnDgo,2003,
Boston College,"Iacoviello, Matteo",Asst,E,PHD,2,LondonSE,2002,
Boston College,"Konya, Istvan",Asst,FJ,PHD,1,Nrthwstrn,2001,
Boston College,"Pavan, Marina",Asst,E,PHD,3,Penn,2003,
Boston University,"Henderson, Jeffrey",Dean,,PHD,72,Harvard,2002,
Boston University,"Kotlikoff, Laurence J.",C-Pr,EH,PHD,77,Harvard,,
Boston University,"Baxter, Marianne",Prof,FEG,PHD,84,Chicago,2000,
Boston University,"Chamley, Christophe",Prof,HEO,PHD,77,Harvard,,
Boston University,"Doeringer, Peter B.",Prof,JL,PHD,66,Harvard,1974,
Boston University,"Ellis, Randall P.",Prof,CILQ,PHD,81,MIT,1981,
Boston University,"Harris, John R.",Prof,ER,PHD,67,Nrthwstrn,1975,
Boston University,"Jones, Leroy P.",Prof,HLO,PHD,74,Harvard,1976,Director of Public Enterprise
Boston University,"King, Robert G.",Prof,E,PHD,80,Brown,2000,A. Willis Robertson Professor of Economics
Boston University,"Kyn, Oldrich",Prof,CEP,PHD,,Charles,1971,
Boston University,"Lang, Kevin",Prof,JC,PHD,82,MIT,1987,
Boston University,"Lipman, Barton L.",Prof,CD,PHD,85,Michigan,2002,
Boston University,"Loury, Glenn C.",Prof,DJ,PHD,76,MIT,1991,
Boston University,"Lucas, Robert E. B.",Prof,CFJO,PHD,72,MIT,1976,
Boston University,"Ma, Ching-to Albert",Prof,DIL,PHD,88,LondonEc,1987,"Director, Industry Studies Program"
Boston University,"Manove, Michael",Prof,D,PHD,70,MIT,1975,Associate Chair
Boston University,"Miron, Jeffrey A.",Prof,EKN,PHD,84,MIT,1990,
Boston University,"Mookherjee, Dilip M.",Prof,HLO,PHD,82,LondonEc,1995,"Director, Institute for Economic Development"
Boston University,"Perron, Pierre",Prof,C,PHD,86,Yale,1997,Director of Graduate Studies
Boston University,"Vogelsang, Ingo",Prof,HL,PHD,69,Heidelbe,1981,
Boston University,"Weibull, Jorgen",Prof,CD,PHD,78,Royal Tech,2003,
Boston University,"Weiss, Andrew M.",Prof,DGJ,PHD,76,Stanford,1987,
Boston University,"Ely, Jeffrey",Assoc,CD,PHD,96,Berkeley,2003,
Boston University,"Gilchrist, Simon",Assoc,C,PHD,90,Wisconsin,1995,
Boston University,"Idson, Todd",Assoc,JD,PHD,86,Columbia,2001,Director of Undergraduate Studies
Boston University,"Neeman, Zvika",Assoc,D,PHD,95,Nrthwstrn,1995,
Boston University,"Tandon, Pankaj",Assoc,DO,PHD,79,Harvard,1978,
Boston University,"Aguirregabiria, Victor",Asst,CL,PHD,95,CEMFI,2000,
Boston University,"Botticini, Maristella",Asst,N,ABD,,Nrthwstrn,1997,
Boston University,"Bui, Linda T.",Asst,HLQ,PHD,93,MIT,1993,
Boston University,"Cati, Regina C.",Asst,C,PHD,95,Sao Paulo,1997,
Boston University,"Huynh, Hsueh-Ling",Asst,CD,PHD,93,Berkeley,1996,
Boston University,"Lentz, Rasmus",Asst,JE,PHD,2,Nrthwstrn,2002,
Boston University,"Miao, Jianjun",Asst,EG,PHD,3,Rochester,2003,
Boston University,"Mysman, Marc",Asst,LC,PHD,99,Wisconsin,1999,
Boston University,"Olivetti, Claudia",Asst,CJ,PHD,1,Penn,2001,
Boston University,"Llona, Agustin",Inst,E,PHD,90,Boston U,2003,
Bowdoin College,"Fitzgerald, John M.",C-Pr,HCI,PHD,83,Wisconsin,1983,
Bowdoin College,"Freeman, Albert Myrick III",Prof,QD,PHD,65,U Wash,1965,William Shipman Professor of Economics
Bowdoin College,"Goldstein, Jonathan Paul",Prof,EC,PHD,82,Mass,1979,
Bowdoin College,"Vail, David Jeremiah",Prof,OQ,PHD,71,Yale,1970,Adams-Catlin Professor of Economics
Bowdoin College,"Connelly, Rachel E.",Assoc,JT,PHD,85,Michigan,1985,
Bowdoin College,"DeCoster, Gregory Paul",Assoc,ER,PHD,85,Tx-Austin,1985,
Bowdoin College,"Jones, Michael",Assoc,F,PHD,79,Yale,1987,
Bowdoin College,"DeGraff, Deborah S.",Asst,OT,PHD,89,Michigan,1991,
Bowdoin College,"Herreiner, Dorothea K.",Asst,L,PHD,0,Florence,2001,
Bowdoin College,"Khan, B. Zorina",Asst,GN,PHD,91,UCLA,1996,
Bowdoin College,"Meardon, Stephen",Asst,BEFO,PHD,99,Duke,2003,
Bowling Green State Univ,"Edmister, Robert Orland",Dean,Fin,PHD,70,Ohio St,2003,
Bowling Green State Univ,"Hoag, John H.",C-Pr,,PHD,72,Kansas,1972,
Bowling Green State Univ,"Browne, M. Neil",Prof,,PHD,69,Tx-Austin,1968,Distinguished Teaching Professor
Bowling Green State Univ,"Haas, Paul F.",Prof,,PHD,70,Boston C,1967,
Bowling Green State Univ,"Kim, Kyoo H.",Prof,,PHD,78,Wisconsin,1978,
Bowling Green State Univ,"Reed, J. David",Emer,,PHD,70,Kansas St,1968,
Bowling Green State Univ,"Benedict, Mary Ellen",Assoc,,PHD,91,Car Mellon,1991,
